id,title,author,first_publish_year,rating,author_encoded,cluster
3573,The Tattooist of Auschwitz,Heather Morris,2018,5.0,1,1
3574,The 17th Suspect,James Patterson,2018,4.0,101,2
3575,Allan and the Holy Flower,H. Rider Haggard,1915,5.0,14,3
3576,Sign of the Unicorn,Roger Zelazny,1975,4.0,10,4
3577,Meet Mr. Mulliner,P. G. Wodehouse,1900,5.0,32,3
3578,Pete's a Pizza,William Steig,1998,5.0,9,1
3579,Dear nobody,Berlie Doherty,1991,5.0,1,1
3580,The Swirling Hijaab,Na'ima Bint Robert,2002,5.0,1,1
3581,Cornelli,Johanna Spyri,1920,5.0,2,3
3582,Light Freights,W. W. Jacobs,1901,5.0,2,3
3583,Ungifted,Gordon Korman,2012,5.0,3,1
3584,"All Together Dead (Southern Vampire Mysteries, Book 7)",Charlaine Harris,2007,5.0,15,1
3585,The Calling of the Grave,Simon Beckett,2010,4.0,3,4
3586,Lethal,Sandra Brown,2011,5.0,43,1
3587,Answer as a man,Taylor Caldwell,1980,5.0,1,1
3588,Detective,Arthur Hailey,1997,5.0,9,1
3589,Dr. No [James Bond (Original Series) #6],Ian Fleming,1958,4.0,3,0
3590,Die linkhändige Frau,Peter Handke,1976,5.0,2,1
3591,Magician's Apprentice,Raymond E. Feist,1986,5.0,8,1
3592,Quartet in Autumn,Barbara Pym,1977,5.0,4,1
3593,Push,Sapphire,1996,4.0,1,4
3594,Montana,Debbie Macomber,1997,5.0,11,1
3595,Changing planes,Ursula K. Le Guin,2003,4.0,15,4
3596,2312,Kim Stanley Robinson,2012,4.0,4,4
3597,Night of the Living Dummy III,Robert Lawrence Stine,1995,5.0,33,1
3598,Hanazakari no Kimitach he,中条 比紗也,2004,5.0,1,1
3599,The stars look down,A. J. Cronin,1935,4.0,5,0
3600,Lessons in Chemistry,Bonnie Garmus,2022,5.0,1,1
3601,The Woman in the Window: A Novel,A. J. Finn,2017,4.0,1,4
3602,Back Spin,Harlan Coben,1997,4.0,16,4
3603,Brainwave,Poul Anderson,1954,5.0,4,3
3604,Kill Me If You Can,James Patterson,2011,4.0,101,2
3605,Last chance saloon,Marian Keyes,1999,5.0,5,1
3606,Silverhill,Phyllis A. Whitney,1966,5.0,13,1
3607,Shock for the Secret Seven,Enid Blyton,1961,4.0,38,4
3608,The Wicked Day,Mary Stewart,1983,5.0,16,1
3609,Kipper,Mick Inkpen,1991,5.0,1,1
3610,Bring the Jubilee,Ward Moore,1953,5.0,1,3
3611,Noughts & Crosses,Malorie Blackman,1998,4.0,1,4
3612,Paradise Valley,Robyn Carr,2009,5.0,5,1
3613,One fine day,Nonny Hogrogian,1971,4.0,1,4
3614,Nackt unter Wölfen,Bruno Apitz,1958,5.0,1,3
3615,The small back room,Nigel Balchin,1943,5.0,1,3
3616,K-Pax,Gene Brewer,1995,4.0,1,4
3617,A Lesson Before Dying,Ernest J. Gaines,1993,4.0,3,4
3618,Mightier than the Sword,Jeffrey Archer,2015,4.0,24,4
3619,Pinky Pye,Eleanor Estes,1958,4.0,4,0
3620,Sorgenfri,Jo Nesbø,2003,4.0,1,4
3621,The Echo Maker,Richard Powers,2006,4.0,2,4
3622,El laberinto de los espíritus,Carlos Ruiz Zafón,2016,4.0,8,4
3623,Strangers in paradise,Terry Moore,1996,5.0,1,1
3624,Camber of Culdi,Katherine Kurtz,1976,5.0,4,1
3625,The ABC bunny,Wanda Gág,1933,4.0,2,0
3626,Piglet is Entirely Surrounded by Water,A. A. Milne,1976,5.0,10,1
3627,Luke Baldwin's vow,Morley Callaghan,1948,4.0,1,0
3628,Banner in the Sky,James Ramsey Ullman,1954,5.0,1,3
3629,Me and Earl and the Dying Girl,Jesse Andrews,2012,4.0,1,4
3630,The Mysterious Rider,Zane Grey,1921,4.0,8,0
3631,Earthly Powers,Anthony Burgess,1980,5.0,5,1
3632,A Court of Frost and Starlight,Sarah J. Maas,2014,4.0,11,4
3633,Lila,Marilynne Robinson,2014,5.0,4,1
3634,Water music,T. Coraghessan Boyle,1981,4.0,2,4
3635,Bullet Park,John Cheever,1969,5.0,1,1
3636,The case of the baited hook,Erle Stanley Gardner,1940,5.0,9,3
3637,16th Seduction,James Patterson,2017,4.0,101,2
3638,The time keeper,Mitch Albom,2011,5.0,5,1
3639,Other Paths to Glory,Anthony Price,1945,5.0,1,3
3640,Amigo Para Dragon/Friend for a Dragon,Dav Pilkey,1991,4.0,22,4
3641,Zakhar Berkut,Іван Франко,1902,5.0,1,3
3642,A Parody Outline of History,Donald Ogden Stewart,1921,5.0,1,3
3643,Blonde,Joyce Carol Oates,2000,5.0,1,1
3644,Die Therapie,Sebastian Fitzek,2006,4.0,1,4
3645,The Firework-maker's Daughter,Philip Pullman,1995,5.0,13,1
3646,Making History (Airport Ed),Stephen Fry,1996,5.0,2,1
3647,Cross My heart,James Patterson,2013,5.0,101,2
3648,Jingo Django,Sid Fleischman,1971,5.0,3,1
3649,Seedfolks,Paul Fleischman,1997,5.0,1,1
3650,Masumiyet müzesi,Orhan Pamuk,2008,4.0,6,4
3651,The Calcutta chromosome,Amitav Ghosh,1924,5.0,4,3
3652,Freedom's challenge,Anne McCaffrey,1998,5.0,25,1
3653,Freedom's Choice,Anne McCaffrey,1997,5.0,25,1
3654,Morning Star,H. Rider Haggard,1910,4.0,14,0
3655,The Joys of Motherhood,B. Emecheta,1979,5.0,1,1
3656,My friend Flicka,Mary O'Hara,1941,4.0,1,0
3657,Damia,Anne McCaffrey,1992,5.0,25,1
3658,Broken,Megan Hart,2007,5.0,1,1
3659,Franklin Has a Sleepover,Paulette Bourgeois,1996,5.0,14,1
3660,Hungry Hearts,Anzia Yezierska,1920,5.0,1,3
3661,Funeral games,Mary Renault,1981,4.0,6,4
3662,"Miss Marple, the complete short stories",Agatha Christie,1985,5.0,85,2
3663,Portrait of the Artist as a Young Dog,Dylan Thomas,1940,4.0,2,0
3664,Madeline and the bad hat,Ludwig Bemelmans,1956,5.0,5,3
3665,Another dawn,Sandra Brown,1985,5.0,43,1
3666,Encyclopedia Brown Finds the Clues,Donald J. Sobol,1966,4.0,3,4
3667,Genesis,Bernard Beckett,2006,5.0,1,1
3668,The Right Attitude to Rain,Alexander McCall Smith,2006,4.0,13,4
3669,Romancing Mister Bridgerton,Julia Quinn,2002,5.0,4,1
3670,The Foot Book,Dr. Seuss,1968,5.0,16,1
3671,The Message,Katherine Applegate,1996,5.0,9,1
3672,Camilla (Camilla #1),Madeleine L'Engle,1951,5.0,7,3
3673,Asesino Real,Robin Hobb,1996,5.0,3,1
3674,The Game-players of Titan,Philip K. Dick,1963,4.0,18,4
3675,Salvation in Death,Nora Roberts,2008,4.0,89,2
3676,George and the Big Bang,Lucy Hawking,2010,5.0,2,1
3677,Il Segreto Della Famiglia Tenebrax,Elisabetta Dami,2002,5.0,33,1
3678,Seduction in Death,Nora Roberts,2001,5.0,89,2
3679,Ricky Ricotta's Mighty Robot #4 Vs. The Mecha-monkeys From Mars,Dav Pilkey,2002,5.0,22,1
3680,Riding the Rap,Elmore Leonard,1995,4.0,19,4
3681,Robert Ludlum's The arctic event,James H. Cobb,2007,5.0,1,1
3682,The scarecrow and his servant,Philip Pullman,2004,5.0,13,1
3683,The Zero Game,Brad Meltzer,2004,5.0,3,1
3684,Wild Strawberries,Angela Mackail Thirkell,1934,4.0,1,0
3685,"Beautiful World, Where Are You",Sally Rooney,2021,4.0,2,4
3686,Madicken,Astrid Lindgren,1962,5.0,9,3
3687,The Moves Make the Man,Bruce Brooks,1984,5.0,1,1
3688,Wild Cards (Volume 1),George R. R. Martin,1986,4.0,10,4
3689,The witches of Eastwick,John Updike,1984,5.0,5,1
3690,Choo Choo,Virginia Lee Burton,1937,5.0,4,3
3691,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,2007,4.0,1,4
3692,The First Deadly Sin,Lawrence Sanders,1973,5.0,1,1
3693,The Death of Grass,John Christopher,1956,4.0,1,0
3694,The secret of the Indian,Lynne Reid Banks,1989,4.0,4,4
3695,The 500,Matthew Quirk,2001,4.0,1,4
3696,Children of Blood and Bone,Tomi Adeyemi,2017,5.0,1,1
3697,Stink Solar System Superhero,Megan McDonald,2009,5.0,12,1
3698,"Papa, please get the moon for me",Eric Carle,1986,5.0,16,1
3699,Little Big Man,Thomas Berger,1964,5.0,1,3
3700,Before they are hanged,Joe Abercrombie,2007,5.0,3,1
3701,The Ghost Belonged to Me,Richard Peck,1975,4.0,2,4
3702,The Gift,James Patterson,1998,5.0,101,2
3703,The art of deception,Ridley Pearson,2002,4.0,1,4
3704,Snakehead,Anthony Horowitz,2007,5.0,7,1
3705,Hellstrom's Hive,Frank Herbert,1973,4.0,11,4
3706,Der Funke Leben,Erich Maria Remarque,1947,5.0,11,3
3707,Calamity,Brandon Sanderson,2016,5.0,13,1
3708,The Sparrow,Mary Doria Russell,1996,4.0,1,4
3709,Angelina's Christmas,Katharine Holabird,1985,4.0,4,4
3710,Olive's ocean,Kevin Henkes,2001,5.0,7,1
3711,Maigret hésite,Georges Simenon,1968,4.0,45,4
3712,Maigret se trompe,Georges Simenon,1953,4.0,45,0
3713,Maigret et les braves gens,Georges Simenon,1962,4.0,45,4
3714,Seven Up,Janet Evanovich,2001,4.0,10,4
3715,上海寶貝,Wei Hui,2000,4.0,1,4
3716,The Mist,Stephen King,1925,5.0,70,2
3717,Sick Puppy,Carl Hiaasen,1999,4.0,10,4
3718,The house,Danielle Steel,2005,4.0,30,4
3719,Shiosai,三島由紀夫,1954,4.0,3,0
3720,Still Life with Woodpecker,Tom Robbins,1980,5.0,3,1
3721,Star Wars Episode III - Revenge of the Sith,Matthew Woodring Stover,2005,5.0,1,1
3722,"Deadhouse Gates (The Malazan Book of the Fallen, Book 2)",Steven Erikson,2000,5.0,2,1
3723,Sudʹba cheloveka,Mikhail Aleksandrovich Sholokhov,1957,4.0,2,0
3724,Smoke Screen,Sandra Brown,2008,5.0,43,1
3725,Vanity of Duluoz,Jack Kerouac,1968,4.0,10,4
3726,Creepers,David Morrell,2005,4.0,1,4
3727,Killing Time,Linda Howard,2005,5.0,1,1
3728,Origin in Death,Nora Roberts,2005,5.0,89,2
3729,La Biblia De Barro,Julia Navarro Fernandez,2005,4.0,1,4
3730,Dragonwyck,Anya Seton,1944,5.0,1,3
3731,Piercing the darkness,Frank E. Peretti,1989,5.0,2,1
3732,Empire of Storms,Sarah J. Maas,2016,5.0,11,1
3733,Less,Andrew Sean Greer,2017,5.0,2,1
3734,The Stories of Anton Chekhov [23 stories],Антон Павлович Чехов,1932,5.0,13,3
3735,Grim Tuesday,Garth Nix,2004,4.0,5,4
3736,Sizzling sixteen,Janet Evanovich,2010,4.0,10,4
3737,Passion simple,Annie Ernaux,1991,4.0,2,4
3738,Cross Justice,James Patterson,2015,5.0,101,2
3739,The Gathering Storm,Robert Jordan,2009,5.0,15,1
3740,"Sheila Rae, the Brave",Kevin Henkes,1987,5.0,7,1
3741,The glass virgin,Catherine Cookson,1969,5.0,7,1
3742,Smash Cut,Sandra Brown,2009,5.0,43,1
3743,Old fires and profitable ghosts,Arthur Quiller-Couch,1900,5.0,2,3
3744,Angelina on stage,Katharine Holabird,1986,4.0,4,4
3745,The Bedroom Secrets of the Master Chefs,Irvine Welsh,1999,4.0,5,4
3746,Indemnity Only,Sara Paretsky,1982,5.0,1,1
3747,Mañana en la batalla piensa en mí,Javier Marías,1994,4.0,3,4
3748,Tales from Watership Down,Richard Adams,1977,4.0,3,4
3749,Big Nate Strikes Again,Lincoln Peirce,2010,5.0,1,1
3750,Heartburn,Nora Ephron,1983,4.0,1,4
3751,Star Wars Episode II - Attack of the Clones,R. A. Salvatore,2002,4.0,4,4
3752,A Stranger is Watching,Mary Higgins Clark,1977,5.0,20,1
3753,Hollywood Wives,Jackie Collins,1983,5.0,1,1
3754,Tumtum & Nutmeg,Emily Bearn,2008,5.0,1,1
3755,Comédia infantil,Henning Mankell,1995,4.0,16,4
3756,The secret of Red Gate Farm,Mildred Augustine Wirt Benson,1931,5.0,1,3
3757,Great sea stories,Joseph Lewis French,1921,4.0,1,0
3758,Adulthood Rites,Octavia E. Butler,1988,5.0,5,1
3759,Shiver,Lisa Jackson,2006,5.0,5,1
3760,Biscuit finds a friend,Alyssa Satin Capucilli,1997,5.0,2,1
3761,the kiss,James Patterson,1974,5.0,101,2
3762,Redeeming Love,Francine Rivers,1991,4.51,2,1
3763,Whilomville stories,Stephen Crane,1900,4.0,4,0
3764,The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,1985,5.0,70,2
3765,Last Argument of Kings,Joe Abercrombie,2008,5.0,3,1
3766,"It's the Great Pumpkin, Charlie Brown",Charles M. Schulz,1967,4.0,1,4
3767,Games of state,Jeff Rovin,1996,4.0,1,4
3768,Imajica,Clive Barker,1991,4.0,3,4
3769,At the Mountains of Madness,H.P. Lovecraft,1968,5.0,1,1
3770,Karren,B. Traven,1931,4.0,3,0
3771,The Short Novels of John Steinbeck (Cannery Row / Moon is Down / Of Mice and Men / Pearl / Red Pony / Tortilla Flat),John Steinbeck,1953,5.0,18,3
3772,Faithless,Karin Slaughter,2005,5.0,4,1
3773,"Real Murders (Aurora Teagarden, Book 1)",Charlaine Harris,1990,4.0,15,4
3774,The road to Memphis,Mildred D. Taylor,1964,5.0,3,3
3775,Piranesi,Susanna Clarke,2019,5.0,2,1
3776,City of Girls: A Novel,Elizabeth Gilbert,2019,5.0,2,1
3777,Cam Jansen and the mystery of the dinosaur bones,David A. Adler,1981,5.0,1,1
3778,The Lowland,Jhumpa Lahiri,2013,5.0,4,1
3779,The Crossover,Kwame Alexander,2014,5.0,1,1
3780,Räven och tomten,Astrid Lindgren,1965,5.0,9,3
3781,Peter and the Starcatchers,Dave Barry,2004,5.0,2,1
3782,Uncle Elephant,Arnold Lobel,1981,5.0,9,1
3783,Percy Jackson's Greek Gods,Rick Riordan,2014,5.0,18,1
3784,Oliver,Syd Hoff,1960,5.0,3,3
3785,Graceling,Kristin Cashore,2008,5.0,1,1
3786,The Borrowers afield,Mary Norton,1955,5.0,1,3
3787,The daybreakers,Louis L'Amour,1960,5.0,2,3
3788,Crooked Kingdom,Leigh Bardugo,2016,5.0,6,1
3789,Fool Moon,Jim Butcher,2001,5.0,2,1
3790,The Incredible Book Eating Boy,Oliver Jeffers,2006,5.0,3,1
3791,Are You My Mother?,P. D. Eastman,1960,4.22,2,0
3792,"The Long Way to a Small, Angry Planet",Becky Chambers,2014,4.0,1,4
3793,Ricky Ricotta's Giant Robot Vs. the Voodoo Vultures from Venus (Ricky Ricotta),Dav Pilkey,2001,4.0,22,4
3794,Inside Out & Back Again,Thanhha Lai,2011,5.0,1,1
3795,Relentless,Dean Koontz,2009,4.0,48,4
3796,Yertle the turtle,Dr. Seuss,1958,4.0,16,0
3797,The Heir (The Selection #4),Kiera Cass,2015,5.0,4,1
3798,Earthquake in the Early Morning,Mary Pope Osborne,2001,5.0,28,1
3799,The Wild Robot,Peter Brown,2016,5.0,1,1
3800,Roller Girl,Victoria Jamieson,2014,5.0,1,1
3801,Gospoda Golovlevy,Mikhail Evgrafovich Saltykov-Shchedrin,1922,4.0,1,0
3802,The Red Seal,Natalie Sumner Lincoln,1920,4.0,1,0
3803,Franklin's Thanksgiving,Paulette Bourgeois,2001,5.0,14,1
3804,Green fancy,George Barr McCutcheon,1917,4.0,5,0
3805,The Mayflower Project,Katherine Applegate,2001,5.0,9,1
3806,Gumble's Yard,John Rowe Townsend,1961,4.0,1,4
3807,The Cheyne mystery,Freeman Wills Crofts,1926,4.0,2,0
3808,The river at Green Knowe,Lucy M. Boston,1959,5.0,3,3
3809,Tilly,Catherine Cookson,1980,5.0,7,1
3810,The Blind Miller,Catherine Cookson,1963,5.0,7,3
3811,Mars volume 1,Fuyumi Soryo,2002,5.0,1,1
3812,Invisible,James Patterson,2014,5.0,101,2
3813,A Court of Wings and Ruin,Sarah J. Maas,2017,4.0,11,4
3814,Digger and Daisy go to the city,Judy Young,2015,4.0,2,4
3815,The Devil's Own,Sandra Brown,1987,5.0,43,1
3816,The Girl on the Boat,P. G. Wodehouse,1922,4.0,32,0
3817,Summer moonshine,P. G. Wodehouse,1934,5.0,32,3
3818,Midworld,Alan Dean Foster,1975,4.0,3,4
3819,Digger and Daisy go to the zoo,Judy Young,2013,5.0,2,1
3820,"Emmanuel Burden, merchantof Thames St. in the City of London, exporter of hardwre",Hilaire Belloc,1904,4.0,1,0
3821,Twinkle twinkle little spy,Len Deighton,1976,4.0,9,4
3822,Voodoo Planet,Andre Norton,1959,4.0,8,0
3823,Cap'n Warren's wards,Joseph Crosby Lincoln,1911,4.0,2,0
3824,The tale of little pig Robinson,Beatrix Potter,1930,4.0,21,0
3825,Lillebror och Karlsson på taket,Astrid Lindgren,1958,4.0,9,0
3826,Sea of Silver Light,Tad Williams,2001,5.0,3,1
3827,Swords and Ice Magic,Fritz Leiber,1977,4.0,10,4
3828,The blessing,Jude Deveraux,1998,4.0,1,4
3829,Nate the Great and the Phony Clue (Nate the Great),Marjorie Weinman Sharmat,1977,5.0,2,1
3830,The Winds of Darkover,Marion Zimmer Bradley,1970,5.0,6,1
3831,球状闪电,刘慈欣,2009,4.0,4,4
3832,Dragons of Summer Flame,Margaret Weis,1995,4.0,8,4
3833,Dakota Born,Debbie Macomber,1999,5.0,11,1
3834,Angel Falls,Kristin Hannah,2000,5.0,7,1
3835,Fer-de-Lance,Rex Stout,1934,5.0,4,3
3836,The Capture,Katherine Applegate,1997,5.0,9,1
3837,Loser,Jerry Spinelli,2002,5.0,5,1
3838,Paladin of Souls,Lois McMaster Bujold,2003,5.0,3,1
3839,Damia's Children,Anne McCaffrey,1993,4.0,25,4
3840,The Long Mars,Terry Pratchett,2014,4.0,54,2
3841,"What a Trip, Amber Brown",Paula Danziger,2000,4.0,9,4
3842,Decision at Doona,Anne McCaffrey,1969,4.0,25,4
3843,Fire Sea,Margaret Weis,1991,4.0,8,4
3844,The Professor of Desire,Philip A. Roth,1977,4.0,5,4
3845,"Cuentos de amor, de locura y de muerte",Horacio Quiroga,1900,4.0,2,0
3846,Written on the Body,Jeanette Winterson,1992,5.0,7,1
3847,Chosen Prey,John Sandford,2001,4.0,1,4
3848,Pegasus in Space,Anne McCaffrey,2000,5.0,25,1
3849,Sword at Sunset,Rosemary Sutcliff,1963,4.0,4,4
3850,La vita bugiarda degli adulti,Elena Ferrante,2019,5.0,7,1
3851,Drowned hopes,Donald E. Westlake,1990,4.0,4,4
3852,Violeta,Isabel Allende,2022,4.0,17,4
3853,Living dead in Dallas,Charlaine Harris,2002,4.0,15,4
3854,La valle degli scheletri giganti,Elisabetta Dami,2006,5.0,33,1
3855,Dream Country,Neil Gaiman,1991,5.0,15,1
3856,A Brief History of Seven Killings,Marlon James,2014,5.0,1,1
3857,The living reed,Pearl S. Buck,1963,5.0,14,3
3858,Naked,David Sedaris,1997,4.0,2,4
3859,1105 Yakima Street,Debbie Macomber,2011,5.0,11,1
3860,Unreal!,Paul Jennings,1985,4.0,2,4
3861,The Vanishing Act of Esme Lennox,Maggie O'Farrell,2006,5.0,1,1
3862,Babymouse,Jennifer L. Holm,2005,5.0,1,1
3863,Matters of Choice,Noah Gordon,1995,5.0,4,1
3864,"The Adventures of Ook and Gluk, Kung Fu Cavemen from the Future",Dav Pilkey,2010,5.0,22,1
3865,The Djinn in the Nightingale's Eye,A. S. Byatt,1994,4.0,3,4
3866,The One Plus One,Jojo Moyes,2014,5.0,5,1
3867,Drown,Junot Díaz,1996,4.0,2,4
3868,A dance at the slaughterhouse,Lawrence Block,1991,4.0,13,4
3869,Dancing in My Nuddy-Pants,Louise Rennison,2002,4.0,2,4
3870,"Philip Hall Likes Me, I Reckon Maybe",Bette Greene,1934,4.0,2,0
3871,Lo strano caso della Torre Pagliaccia,Elisabetta Dami,2003,4.0,33,4
3872,The wreck of the Zanzibar,Michael Morpurgo,1995,4.0,7,4
3873,Service of all the dead,Colin Dexter,1979,5.0,5,1
3874,Murther & walking spirits,Robertson Davies,1991,5.0,6,1
3875,Dear Michael,Natalia Ginzburg,1973,5.0,3,1
3876,Cloud Cuckoo Land,Anthony Doerr,2021,5.0,2,1
3877,The Land of the Blue Flower,Frances Hodgson Burnett,1909,4.0,8,0
3878,The Satanist,Dennis Wheatley,1960,5.0,2,3
3879,The Leopard Woman,Stewart Edward White,1916,5.0,2,3
3880,Islandia,Austin Tappan Wright,1942,4.0,1,0
3881,La princesa de negro,Shannon Hale,2014,5.0,5,1
3882,Loyalty in death,Nora Roberts,1999,5.0,89,2
3883,Bröderna Lejonhjärta,Astrid Lindgren,1973,5.0,9,1
3884,You Are Special,Max Lucado,1997,5.0,1,1
3885,Ninth House,Leigh Bardugo,2019,5.0,6,1
3886,Luka and the Fire of Life (Khalifa Brothers #2),Salman Rushdie,2010,4.0,11,4
3887,No middle name,Lee Child,2017,4.0,24,4
3888,Lark Rise to Candleford,Flora Thompson,1945,5.0,1,3
3889,The Hunger Games Trilogy (Hunger Games / Catching Fire / Mockingjay),Suzanne Collins,2010,5.0,9,1
3890,Live Wire,Harlan Coben,2011,4.0,16,4
3891,Witness in Death,Nora Roberts,2000,5.0,89,2
3892,Alfred Hitchcock and the Three Investigators in The secret of Skeleton Island,Robert Arthur,1966,4.0,1,4
3893,Manassas,Upton Sinclair,1904,5.0,6,3
3894,Big fish,"Wallace, Daniel",1998,5.0,1,1
3895,Up a road slowly,Irene Hunt,1966,5.0,2,1
3896,Warcross,Marie Lu,2017,4.0,3,4
3897,Runaways,V. C. Andrews,1998,4.0,25,4
3898,Daisy Jones & The Six,Taylor Jenkins Reid,2019,4.2,2,4
3899,Behind the lines,William E. Butterworth III,1995,5.0,2,1
3900,The Voyage of the Space Beagle,A. E. van Vogt,1950,5.0,2,3
3901,The High Hills (Brambly Hedge),Jill Barklem,1986,5.0,4,1
3902,Babylon revisited and other stories,F. Scott Fitzgerald,1960,5.0,9,3
3903,The Birthday of the World,Ursula K. Le Guin,2002,4.0,15,4
3904,The 13 Clocks,James Thurber,1950,4.0,2,0
3905,Carnival at Candlelight,Mary Pope Osborne,2005,4.0,28,4
3906,The foolish tortoise,Richard Buckley,1985,5.0,1,1
3907,The Monster of Florence,Magdalen Nabb,1996,5.0,1,1
3908,Pope Joan,Donna Woolfolk Cross,1996,4.0,1,4
3909,Kappa,Ryūnosuke Akutagawa,1933,5.0,2,3
3910,The Humbling,Philip A. Roth,2009,4.0,5,4
3911,A Gathering of Shadows,V. E. Schwab,2016,5.0,1,1
3912,The Bone Season,Samantha Shannon,2013,5.0,1,1
3913,The Adventures of Stainless Steel Rat,Harry Harrison,1970,4.0,9,4
3914,Nana Upstairs & Nana Downstairs,Tomie dePaola,1973,5.0,3,1
3915,Dead in the family,Charlaine Harris,2010,4.0,15,4
3916,The lion,Nelson De Mille,2010,4.0,16,4
3917,Blood's a rover,James Ellroy,2009,5.0,9,1
3918,Dark Possession,Christine Feehan,2007,4.0,1,4
3919,The Christmas wedding,James Patterson,2011,5.0,101,2
3920,The Fox Went Out on a Chilly Night,Peter Spier,1961,5.0,1,3
3921,MaddAdam,Margaret Atwood,2013,4.0,15,4
3922,Doctored Evidence,Donna Leon,2004,5.0,1,1
3923,Dead to the World,Charlaine Harris,2004,4.0,15,4
3924,The Overstory,Richard Powers,2018,5.0,2,1
3925,Corsarios de Levante,Arturo Pérez-Reverte,2006,5.0,14,1
3926,Franklin and Harriet,Paulette Bourgeois,2001,5.0,14,1
3927,The Long War,Terry Pratchett,2013,4.0,54,2
3928,James the red engine,Reverend W. Awdry,1948,5.0,3,3
3929,"The Collected Works of Ambrose Bierce, Volume II. In the Midst of Life (Tales of Soldiers and Civilians) [15 stories]",Ambrose Bierce,1909,4.0,8,0
3930,Emma McChesney & Co,Edna Ferber,1915,5.0,4,3
3931,The Magic Egg and Other Stories,Frank R. Stockton,1907,4.0,4,0
3932,The master mind of Mars,Edgar Rice Burroughs,1928,4.0,30,0
3933,الكرنك,"نجيب محفوظ,",1974,5.0,1,1
3934,Encyclopedia Brown and the Case of the Secret Pitch,Donald J. Sobol,1965,5.0,3,3
3935,Gallows Thief,Bernard Cornwell,2001,5.0,27,1
3936,Rage of a Demon King,Raymond E. Feist,1997,4.0,8,4
3937,The Princess Diaries,Meg Cabot,2000,5.0,1,1
3938,White Butterfly (Easy Rawlins Mysteries),Walter Mosley,1992,5.0,9,1
3939,Full Bloom (Full),Janet Evanovich,2005,5.0,10,1
3940,Fugitive pieces,Anne Michaels,1996,5.0,1,1
3941,The Fall of the House of Usher and Other Tales [15 stories],Edgar Allan Poe,1960,4.0,14,0
3942,Anathem,Neal Stephenson,2008,4.0,8,4
3943,The Rolling Stones,Robert A. Heinlein,1952,5.0,28,3
3944,Ripley Under Ground,Patricia Highsmith,1970,4.0,12,4
3945,A Gift from Earth,Larry Niven,1968,4.0,5,4
3946,Ravelstein,Saul Bellow,2000,4.0,7,4
3947,The Autobiography of Charles Darwin,Charles Darwin,1929,5.0,1,3
3948,"The woman who rode away, and other stories",David Herbert Lawrence,1928,5.0,12,3
3949,Thou Shell of Death,Nicholas Blake,1936,5.0,2,3
3950,Dead as a doornail,Charlaine Harris,2005,4.0,15,4
3951,Waterland,Graham Swift,1983,4.0,1,4
3952,FINAL UNFINISHED VOYAGE OF JACK AUBREY,Patrick O'Brian,2004,5.0,21,1
3953,Snow Spider,Jenny Nimmo,1986,5.0,5,1
3954,A ship of the line,C. S. Forester,1920,4.0,5,0
3955,The Lunatic Cafe (Anita Blake),Laurell K. Hamilton,1996,5.0,1,1
3956,Angus and ducks,Marjorie Flack,1930,4.0,3,0
3957,Chanson douce,Leïla Slimani,2016,4.0,1,4
3958,Return of the Indian,Lynne Reid Banks,1986,4.0,4,4
3959,Up the Line,Robert Silverberg,1969,5.0,8,1
3960,Gouverneurs de la rosée,Jacques Roumain,1944,4.0,1,0
3961,An American Dream,Norman Mailer,1965,5.0,3,3
3962,Blue shoes and happiness,Alexander McCall Smith,2006,5.0,13,1
3963,Stink and the World's Worst Super-Stinky Sneakers,Megan McDonald,2007,4.0,12,4
3964,Konarmii͡a︡,Isaak Babel,1927,5.0,1,3
3965,The girls' guide to hunting and fishing,Melissa Bank,1999,5.0,1,1
3966,Nothing's Fair in Fifth Grade,Barthe DeClements,1981,5.0,1,1
3967,The end,Lemony Snicket,2006,5.0,14,1
3968,"The snows of Kilimanjaro, and other stories",Ernest Hemingway,1955,4.0,13,0
3969,Happy Ever After,Nora Roberts,2010,5.0,89,2
3970,"Stanley, Flat Again! (Flat Stanley)",Jeff Brown,2003,5.0,2,1
